id,description,severity
455399,"works great in ., but in the .. im using logmein will crash the session and require a restart of firefox, does it right away sometimes, and others it will work for hours.",normal
364746,installing thunderbird upgrade ... deleted files.,critical
756819,use dom::element for the result of getelementparent,normal
770215,[os.file] utilities for strings,normal
566170,firefox freeze whole system on opening some sites,critical
275336,value of submit buttons doesn't get post'ed.,normal
416036,"###!!! assertion: oops!  you're asking for a weak reference to an object that doesn't support that.: 'factoryptr', file nsweakreference.cpp,",normal
798165,purple buffer support for nstimeout,normal
704817,crash in nslocalfile::copymove,critical
491053,tm: dromaeo sunspider-date-format-xparb regression,normal
812517,[gaia::browser][perf] rendering of webpages creates jiggly/snapping effect when scrolling,normal
610335,"window buttons (maximize, minimize & close) are painted wrong when the menu bar is hidden",normal
552055,"cannot send email trought ssl (gmail, yahoo, etc...) that use ssl",normal
512866,mutable flag isn't clear on vc++ x,normal
301495,"screen readers should treat xul content as an application, not a document",normal
190132,clicking on link in gopher returns blank page/frozen download,major
470041,object.prototype.__definesetter__ allows object constructor to access remote objects,normal
645435,firefox hangs when right-click local file in open file dialog.,critical
236495,last button in menu page of html frame always out of alignment with rest of buttons,normal
328368,nsidomsvgsvgelement's getcurrenttime method is overridden by windows macro,normal
786713,<font> tag within option element causes nothing to display in drop down menu.,normal
548200,potential overflow in nsicanvasrenderingcontextwebgl_texsubimaged,normal
540560,[@ ieframe.dll@xa] common crash caused by paypalfirefoxplugin@orbiscom,critical
328346,certificates with keyusage nonrepudiation should not be used as ssl client certificates,normal
358296,options > choose download folder  > close using top left hand menu crashes firefox.,major
154719,css ids and classes not applying in xslt stylesheet,normal
279106,should not open folders with default application (gnome .),normal
760977,first pinned tab may not restore correctly,normal
630347,cpu spike on mouse over in about:home,normal
111095,browser does not understand what to do with web page,normal
366619,move nsautolock and nsautomonitor to the glue,normal
528364,switching between tab previews inside the all tabs panel moves them slightly up/down by px,normal
79812,"some gb characters are dispaly as ""?"" in this page",normal
170390,submit button doesn't work for attachments,minor
474237,svg zoom very limitted,normal
399471,find as you type bar appears when triggered but accepts no input,normal
494883,major wordpress bug in shiretoko,critical
377833,nested svg and xul elements cause crash.,major
250082,"tabbing through alert dialog broken (""alert me whenever i submit information that is not encrypted"")",normal
821269,fix build warnings in accessible/src/html,normal
329706,install.rdf should be re-visited before launch,normal
574942,firefox does not load on desktop after definition update from windows defender,normal
646333,video constants should all consistently be either #define or const t,normal
301023,alt text is not displayed when cursor is moved over images,normal
72948,use os not platform when giving bug summary,minor
407858,uninitialized data in nsurlclassifierdbserviceworker,normal
267165,input type=text accepts multiline input when pasting,minor
787774,builds broken with --system-nspr,normal
284666,no aparecen graficos en los reportes. gd,critical
222072,scrollbar missing in many themes even after restart,normal
372768,setting nowrap attribute dynamically does not change layout like it should,minor
325095,randomly crashes importing mailboxes from eudora .,critical
340318,whenever you go to gmail.com the redirects on gmail makes firefox freeze then crash,critical
703692,source editor: add support for the focus/blur events,normal
349103,new theme lacks padding at right edge of bookmarks toolbar,normal
628764,sometimes zooming out of a tab does not properly set initial css state.,normal
102376,crash when trying to view source of google.com,critical
612402,firefox .bpre crash in [@ nscookieservice::ensurereaddomain ],critical
318512,help document is not opening,critical
364958,"if user does not have a real name, just e-mail address should be displayed instead of "" <user@email.tld>""",normal
303019,incorrect handling of nested html open comments (<!--).,normal
142264,right clicking on flash crashes sometimes mozilla,critical
140781,there should be a getquerylist for the templates,normal
156467,attempting to create new bug with bogus email address (e.g. 'cc:') gives a red failure box and creates the database entry,normal
335337,a:hover ignored if it precedes a:visited in the external css,normal
498270,sometimes my google search text box disappears in google.com website,normal
26571,crash at changing character set menu to korean(euc-kr),major
300776,random crashes after installing flash player  beta on latest dpa builds.,critical
347309,building with --enable-leaky on ppc fails,normal
655979,google 'search' button doesn't work when search field contains 'click' word.,normal
239438,"remove advanced javascript pref ""change images""",normal
269660,plain text attachments are being sent inline,normal
49650,up/down arrow keys selects items in menu and dropdown simultaneously,normal
180110,"after a ""connection refused"" error, the url of the site tried to be reached is displayed in the address bar and not  the url of the current page",normal
414472,searchicons.png should have transparent background,normal
293669,"e*trade pages are missing info such as buttons, data entry fields, and graphics - works fine w/ie.",critical
657598,gcli needs browser run tests in addition to internal unit tests,normal
243250,reduce size of nsstandardurl,normal
158473,high cpu usage (%) at this page,critical
394003,really slow javascript (?) animation,normal
86842,href attribute being interpreted in xml document,normal
701212,"get rid of ""browser"" sub-folder in browser/themes/*stripe/",normal
288905,the iframe beachballs the browser,blocker
722552,remove xul panel for html tree from browser.xul,normal
297982,spawning of numerous blank tabs and new windows when opening c source,critical
501529,not working in windows on final release,critical
776957,omtc: remove unnecessary frame copies with canvas and layers acceleration,normal
312277,mozilla doesn't hide dot-files in file:// scheme,normal
406735,ts / txul regression from bug #,normal
933,ordered list marker - lower roman is not displayed correctly,normal
358634,enter or go need to be hit in order to be taken to a url selected from the drop down location bar,normal
617516,cyclic __proto__ value is possible for window,critical
423607,after cairo update font matrix skews reverse direction,normal
630446,having the bookmarks sidebar open affects speed of web page rendering,normal
417988,thai language cannot be displayed on the title bar,normal
810219,login page:error ..when ever a newuser saves a button,normal
599588,script tags no longer work when applied via innerhtml,normal
651202,thunderbird does not close - % after user switch / suspend,critical
604504,"consolidate eval functionality into a single utility function, and use that directly from jsop_eval",normal
338815,"after opening a multipart jpeg url and loading another url in the same tab, the stream is not closed by mozilla core",normal
798323,peer connections are leaking a lot of threads which also cause a crash on shutdown,critical
91351,app size reduction issues,normal
585036,can't collapse and expanded facet search group,minor
453728,tm: can't trace reading .prototype,normal
430781,scrolling by up/down/pagedn/pageup keys sometimes stops working,normal
360998,convert wc dom suite to mochikit,normal
657594,gcli should be usable with no hint layer - just the command line,normal
451527,add a strong type convention for mingw build,normal
619558,meta: implement generational garbage collection,normal
368259,###!!! assertion: frame shouldn't be in reflow yet: '!(frame->getstatebits() & ns_frame_in_reflow)',normal
463803,crash [@ memcpy],critical
717526,a lot of warning on nsstringapi.h on win,normal
582873,location bar no longer works after upgrade,major
102161,assigning duplicates should verify priority,normal
774059,fimagetargettexturedoes readded to gllibraryegl after being moved to glcontext and renamed to fimagetargettextured,normal
617327,java plug-in is not working properly,normal
473538,"window.open: if toolbar=yes, show the personal toolbar as well",normal
99804,browser crashes upon page load ,critical
178508,alert(); in my js-sourcecode shows no effect;,major
302418,re-enable sendmail support for windows,normal
196512,phoenix crashes on startup,critical
440264,error encoding of url query string when changing the innerhtml from javascript function,normal
436799,"add help menu (and mac window menu) to ""view source"" windows",normal
160828,dynamic html failure.,major
147490,replicated tags that invert other tags consistently repeated in edited html files,normal
518614,empty folders show up when i cycle between folder pane states.,normal
48942,build ----m secue page freeze ups,critical
244950,"font verdana, hang during printing",normal
701431,"my email attachments are disappearing but when i log in to check my email they are showing up. if i forward the message the attachment is still there. this started with new version  update, and not only on my computer.",normal
713048,html manifest and ajax problem,normal
791421,windows xp doesn't detect stable after installing nightly,normal
4801,umr: nslinelayout::reflowframe(),normal
229288,text zoom out doesn't work with some fonts or styles,normal
110259,cann't create an attachment,blocker
288576,horizontal scrollbar added to div,normal
28513,one-form of adddirectory() is not supported. install aborts w/ - error,normal
46167,page displayed incorectly (and displayed a second time when you scroll down),normal
531349,popup window,normal
276531,caret visible (blinking) in the url bar though it doesn't have the focus,normal
431191,resizing main window doesn't seem to resize bookmarks toolbar,minor
657478,"in problem, different string after reopening application",normal
475493,html <q> does not participate correctly in text selections,normal
358784,need group_by_date and group_by_date_and_site for history sidebar,normal
198266,div contents do not fit and spill out,major
652991,svg path fill rendering can break after window.history.pushstate,normal
483430,when forwarding an email with photos or action photos email does not show photos.,normal
495328,assertion: getprimaryframefor() called while nsframemanager is being destroyed!,normal
75485,redirect from http: to https: page not recognized as secure,normal
266345,"request  when launching product from the installer, it should launch in profilemanager mode",normal
103508,area with smilies on the webpage is a lot bigger than it should be,normal
593577,get rid of nscontenttype,normal
767673,windows media player plugin run when after click other tab,normal
575081,new firefox version does not recognise bank id even when i reinstall it.,major
46409,[x] mozilla won't start: requires x shutdown,critical
573716,reconsider whether smil sandwich layers should override lower layers if they fail to compose,normal
680020,"error: uncaught exception: [exception... ""prompt aborted by user""  nsresult: ""x (ns_error_not_available)""  location: ""js frame :: resource:///components/nsprompter.js :: opentabprompt :: line ""  data: no]",normal
2472,parsing comments,normal
146589,adobe website illustrates problem with interpretation of line spacing,normal
58334,animated gif rendering is slow and affects mouse movement,major
740813,tabbing to a design mode frame focuses its document element,normal
639490,remove nshtmlinputelement::getnameifexists,normal
205025,ipc build throws things in static build that it shouldn't,normal
126503,moz-generted postscript won't print on hp laserjet,normal
285386,xul checkboxes with no label attribute still have an empty label area in windows,normal
366862,table column alignment ignored (col align),normal
354042,bookmarks disappeared,critical
313194,two-finger scrolling in firefox stops after accessing certain webpages,normal
699923,in certificate manager indicate when certs are actively distrusted,normal
255116,shift+delete to delete autocomplete entries is still active after editing commands,normal
753018,session lost and incomplete blank window on startup,normal
645750,nscssparser.cpp::: warning: unused variable ‘variantmask’  (also ‘table’),normal
464051,"typing words into location bar and hitting enter no longer delivers the ""i'm feeling lucky"" google result",minor
133919,printing with ctrl+p causes reboot (mozilla..),normal
223166,[@ js_valuetonumber],normal
824308,intermittent leak of  global about:blank windows,normal
66163,implement generic masking for textfields,normal
661742,allow navigating back/forward in content tabs,major
290850,build_id uses $(shell) poorly,normal
111938,wrong usage of getservice in pref-masterpass.js,normal
203795,bugzilla does not accept many valid email addresses,normal
795637,intermittent test_focus.xul | exited with code  during test run,normal
350498,"left mouseclick on ""view the flight schedule"" - the pop up window is way too small to see it!",major
64931,negative colspans are returned from table cells,major
459273,wince explore whether app activate messages are received,normal
650520,video downloader get corrupted,major
30349,netscape activation page comes up different sizes when errors are encountered,normal
493443,should transition to have_current_data whenever ogg frame queue is empty,normal
514897,"suddenly will not stay open-shuts  down / crashes at once as soon as i 'open"" it!",critical
653649,kill nsiframe::getadditionalchildlistname,normal
98193,can't trust a ca,normal
432457,"page does not display correctly (rating stars appear as boxes, or red instead of yellow)",normal
631356,set an attribute on monochrome toolbars to make life easier for extensions,normal
282273,selection problem after deleting message,minor
557646,firefox updater triggers uac prompt without warning,normal
368289,"assertion: expected only one call!: '!gcallcount++', file xptiinterfaceinfomanager.cpp, line "") at nsdebugimpl.cpp:",normal
257427,opening filepicker without first appending a filter crashes,critical
418866,turn on profile-guided optimization on fx-linux-tbox,normal
439178,"pop up window saying information is not available, but continues on.",normal
291779,flicker in address bar after using firefox for a while (>  min),normal
277534,"crashed while trying to access the ""help"" url from thunderbird.",critical
474150,can't search for a substring/regexp on a keyword,normal
632861,"right hand side pull down "" v "" on toolbar with the < > errors",normal
27270,can't log into bugsplat,normal
625123,"crash [@ moz_free] called from jsclasssweeper during exit, double delete",critical
58510,browser.cache.disk.enable is initialized from random value if,normal
561818,[oopp] ipc severely degrades mouse responsiveness with windowless flash video,normal
558549,[oopp] plugin container process name should include mozilla product name,normal
681651,move highlighter's treepanel associated code to browser/devtools,normal
323910,merge gklayout atom lists,normal
631725,cannot change user review pages since firefox  beta ,major
404002,browser crashes when clicking on a new link.,normal
364749,my log in page won't open now that i have updated firefox on my imac.,normal
203596,memory leak of  bytes from  block allocated in framemanager::cantrenderreplacedelement,normal
36931,cant scroll in pulldown menu,normal
22197,"error on initial startup, might be an installer issue",normal
333940,icelandic letters wrongly displayed when icelandic on the top of the language list in international preferences,major
427559,gmail keyboard commands don't work after switching tabs without reclicking the page,normal
635346,"crash [@ nsaccessnode::getcontent] setting ""for"" attribute on <body>",critical
408135,nscssruleprocessor::getrulecascade does unnecessary array churning,normal
590831,enable directwrite by default,normal
133978,flash ads continue to be animated even when window obscured,normal
671527,alert() from inside gmsgcompose state listener sucks cpu,normal
146158,url produces high load - makes mozilla very slow,normal
138908,double clicking text selection not standard,normal
288584,need a startup screen when firefox is started..,normal
344068,very slow after recent update,critical
428826,firefox  crashes,critical
745141,"crash in imgrequestproxy::ondiscard with abort message: ""main-thread-only object used off the main thread""",critical
817389,show contacts groups for xmpp,normal
122809,mismatched allocator/deallocator tonewcstring & delete[],normal
814562,implement clear() on weakmaps,normal
193901,file:// links won't open,major
606165,javascript stopped working after update to ?..,major
102996,nslocalfile::parseurl leaks,normal
342120,"content doubling, ""assertion: deletingframesubtree on a special frame."" with :first-letter and block-in-inline",normal
506491,download manager opens 'blank' - intermittant,major
507695,remove unneeded #includes from nsstylecontext.cpp,minor
445936,pc takes up to  min to login from stand by if firefox was loaded before standby,normal
712677,new versions of firefox and addon compatibility,normal
3134,nshttpurlimpl::equals() doesn't handle trailing '/',normal
218295,"table width too tight : contained elements don't fit. ""refresh"" fixes the problem, sometimes causes it!",normal
612160,profile not recognized,major
57996,dom node method clonenode() does not work on html document nodes,normal
283481,ifilm superbowl ads don't play in os x firefox,normal
16415,back/forward not functional,blocker
56386,javascript in this html crashes the browser.,normal
711662,get rid of the do-while() in parser::letstatement,normal
330795,fonts and character encoding settings are very buggy...,major
680704,click on menu does not work,minor
478556,inbox won't open,normal
234197,alert() called without an argument throws an exception,normal
722986,webcontentconverter uses global private browsing state to make decisions,normal
201233,editor commands should accept utf strings in state_ attribute,normal
33332,monitor screen went dead when clicking a web page button-very serious.,critical
702413,glcontextcgl::resizeoffscreen leaks buffer if resizeoffscreenfbo fails,normal
1420,opening a local file with an image crashes,critical
122201,access keys on commands don't work in submenus,normal
80454,crashes on broken link with guidescope proxy,normal
555337,we seem to capture tab previews regardless of whether we need them or not,normal
17513,dialogs that popup modal dialogs don't close correctly,normal
149307,some popup windows do not render in ppembed,normal
204831,float absorbs clearing element's top margin,normal
138246,load of page intermittently stuck on: sending request to w.ibm.com...,minor
448939,xulbrowserwindow cleanup,normal
398100,"misspelled name in about:license (""bënzli"" instead of ""bünzli"")",normal
530465,"when using css width with ex/em units, textarea element is shown shorter then expected",normal
779462,use device instead of fennec prefixes in fennec browser actors,normal
95561,"buglist.cgi has an inner join, not supported in mysql ..",critical
764706,unused variable in nstoolkitprofileservice.cpp,normal
753473,the inspector html and style tab should be unfolded by default (optional),normal
423525,"default print font size is often too large in ff b, and much larger than fonts appear on screen",normal
85355,xpcwrappednative::tostring should sometimes yield '[object foo]',normal
403348,dtrace js_calltime.d output omits nscontentprefservice interface methods,normal
629472,"parts of windowless, transparent plugins not repainted correctly",normal
177372,phoenix crashes,normal
24405,"page printing huge, text gets cut off",major
496580,make check in js/src should run the js test suite,normal
787513,the update rectangle for npapi plugins does not work on mac,normal
449632,"some websites and files were wonky, i reported this last night",normal
406350,"drawimage(), then rotate(), then drawimage() doesn't display nd drawimage()",normal
27341,the select tag of a form causes incorrect layout,normal
468806,"""reached end"" message causes scrollbar to disappear and requires the findbar to be restarted",minor
103494,code of the webpage being displayed on the webpage,normal
379391,fails to open word documents,normal
47754,selected text background is always white,major
726408,api for pop-up existing tab with chromeless,normal
540606,unexpected italics in message bodies,normal
534368,"""assertion: continuations should have the same style context"" with -moz-column, abs pos",normal
305174,confirm match should list the bug number and description,normal
576534,directd will not work after updating to the  nightly,major
431436,treehydra: replace wrapper functions with names in libs,normal
304090,crash going back on thottbot.com,critical
151351,"overflow=""hidden"" will be visible on nd+ childern",major
213836,crash when trying to install xpi extension,critical
74965,clearing the address of the ssl proxy breaks https,normal
247467,open location dialog does not regcognize bookmark keywords nor quicksearch,minor
557863,filemgr::filemgr leaks st,minor
376082,thunderbird trunk nightly crashes on hitting reply or composing a new email message,critical
7348,ugly with themes!,normal
413414,"minefield crashes when trying to view ""page setup""",critical
69461,need the ability to set default css-style parameters,normal
237027,inconsistent new tab shortcuts,normal
696354,"html video, redirects and currentsrc",normal
189874,browser crashed when i closed it,critical
378593,"javascript not handling correctly the lastchild selector, it selects a white space, not an element of the dom",normal
1840,need to add mac os . to the os list,normal
68936,trees in anonymous content crash mozilla,normal
299769,"alert pop-up for ""the document contains no data"" does not identify itself or the document.",minor
497989,"""mark"" context submenu fails to appear",minor
198867,some of nsstandardurl objects are leaked,normal
245978,potential null pointer error in source file(xpcom/io/nsappfilelocationprovider.cpp),normal
251902,wrong handling of image maps in xhtml,normal
799835,[request] answer to an email message in chat,normal
355011,firefox crashes constantly in typo .. backend,critical
535501,apparent parent-side crash in test_pluginstream_asfile.html,normal
311090,patch for bug  was mildly bogus,normal
187653,clicking on binary file crashes the browser instead of starting download,major
690640,add-on manager should not open in background when browser.tabs.loadbookmarksinbackground=true,normal
131789,page never stops downloading,normal
259862,firefox .pr popup blocks email composing,normal
667878,error in internet connection,normal
163769,bugzilla quips contain offensive content,normal
200284,crash if i close the mail window while checking for new pop mail ,normal
42837,charset detector should be disabled when user begin to edit,normal
324002,horizontal scrollbar is rendered unnecessarily,normal
105182,mozilla scrolls to the top on any unnamed anchor,normal
245742,apparent memory corruption after successfully authenticating using ntlm,critical
697413,usage of progress bar for visualizing imap quota is irritating,normal
492713,remove location property protection (sdosecuritycheckinaddproperty).,normal
418752,don't bother fetching forwards on a failed update,normal
641327,ti: crash [@ js::mjit::recompiler::recompile],critical
474748,optimize video frame rendering,normal
279637,ennoying autocompletion of to field when not hitting '@',normal
362818,onscroll event on a div tag returns differing values in event target property between .x and .,normal
181903,docshell ignores nsiwebnavigation::loaduri headers arg,normal
10711,tables are crashing (tree pulled at : p.m. //),normal
263135,crash when opening mail,critical
129469,getcomputedstyle() needs to do the right thing for numbers,normal
502241,tm: icc warnings in jsopcode.cpp,normal
726372,testplaintextserializer fails to link,normal
736949,mozilla crashes abruptly,normal
349856,user watching doesn't apply own email prefs,normal
192924,save actual source code as data for open in excel as tab delimited format,normal
758861,don't redefine stdin types in basictypes.h,normal
148765,javascript console reports an error at mozilla startup,minor
610595,right click search should open in a new window when tabbed browsing disabled,normal
121217,buttons on a form in a frame with scrolling set to no vanish from the screen when you attempt to click on them,normal
466317,"view source, reloads the page instead of using already downloaded data",normal
134707,partially loaded images are not cached,normal
595223,keep track of file:// url 'loadgroups',normal
667203,load event fires multiple times for motion jpg files (mjpg),normal
277496,crashed on startup,critical
721068,update to latest graphite code from upstream,normal
131673,background image displayed wrong,major
446311,new window shows home page even when,normal
739781,freeze when switching folders after inactivity,normal
154882,preset text in textarea  which includes <input and &quote isn't displayed properly,major
233595,bookmarks folders: impossible to create more than one during one opening of the bookmarks pane,minor
521209,als-s access key twice in options/display,normal
555931,need to install bugzilla on windows ,normal
769988,firefox ... consumes huge amounts of cpu,normal
175584,phoenix crashes when deleting yahoo mail.,normal
722933,add -machine option for link.exe,normal
407422,% cpu usage,normal
549919,firefox does not react properly on change of dpi scaling in windows,major
462162,incorrect highlighting of bookmarks in menu when pointing default icon of nd bookmark in lower level menu,minor
291042,"a page with form, fill inputs and textarea, submit ... back, textarea data are missing",major
378380,"ftp problem with ibm iseries (as, series i) systems",major
126465,mathml not working with linux truetype,normal
346618,"/ received task bar notification for upgrade, clicked on it, permanently crashed firefox",critical
323528,consider making most of nsidocument #ifdef mozilla_internal_api,normal
623989,instapaper read later bookmarklet not working,normal
328332,dbd::pg . & bugzilla ..,normal
584735,"<iframe> does not ""lock"" the mouse correctly on click-hold-move scenario",normal
301905,huge horizontal scroll bar appears due to certain css combination,normal
653936,"startupcache uses nszipitemptr without ensuring that the jar module is loaded, causes leaks",normal
320970,cstatusbarctrl::seticon assert(::iswindow(m_hwnd /*  */)),normal
460327,remove opportunistic caching,normal
193243,none of the pages that should open on startup shows anything,minor
500621,tm: leak [@ regexpnativecompiler::compile],normal
584205,"""undo close tab"" on an app tab makes the tabs overlap",normal
268385,"onblur=""window.close()"" causes crash when right clicking on personal bar bookmark",critical
81570,can't drag frame border,normal
629973,constant qi no_interface exception in popup.xml,normal
410218,ff .bpre can't recogzine move network plugin,major
654192,"""block images from ..."" missing",normal
325238,seamonkey crashes when trying to print map from this website,normal
131820,hitting return in an inline style doesn't advance caret to next line,normal
604942,getting then message 'undef error - cannot determine local time zone' while searching and while submitting new bug,major
374853,<shift+del> in msg (pre-)view should always cut/copy selected text and not delete message (legacy key bindings),normal
683696,transitionend event does not fire on background tab,normal
754713,"ionmonkey: assertion failure: [infer failure] missing type pushed : void, at js/src/jsinfer.cpp:",major
237104,firfox version string reads @..@,normal
46259,changing background color greys out all the buttons,normal
803628,figure out why tests for bug  are failing,normal
368436,switching profiles will not save to remote profile storage server first,normal
468882,new bookmark folder dialog box hangs.,critical
82024,xhtml style element does not work in xul?,normal
472494,[rfe] thunderbird .x/.x urgently needs a fhs-compliant place to store addressbooks,major
777057,mobileconnection: expose whether or not the radio is searching,normal
283857,repeatable crash with bookmark search,critical
150119,reload or refresh causes scroll,normal
303503,make compositedatasourceimpl::getallresources ns_notyetimplemented message meaningful,normal
762183,"""assertion: bad arg, numcharstodelete.  not enough characters in node"" with forwarddelete",normal
453617,right-click on windowless plugins shows firefox context menu,major
539002,mochitest-browser-chrome: browser_.js | timed out,normal
792812,fill in sessionconstants.h,normal
622251,rong display of web page,normal
556051,allow java script to close windows like explore with confirmation,normal
423021,replace ok/cancel with meaningful commands,normal
644206,attributes/test_text.html should be loaded as utf-,normal
433432,crashes in [@ -[childview processpluginkeyevent:] ],critical
239811,hovering with mouse works only for less than one second,normal
258186,scrollwheel not usable in <div>s with overflow:auto,normal
252255,"change default setting for proportional font-css problems, default link setting overwrites css style sheet",normal
402240,[rtl] need a better way to control the statusbar direction,normal
612141,better interface for js_deflatestringtobuffer,normal
418476,file type ot added to file if no extension,normal
